title,album,release_date,featured_artists,producer_artists,writer_artists,genius_track_id,genius_album_id,artist,file_exists
Oddfather Intro (from the Inside),The Oddfather,2014,[],['C4Bombs'],['Gucci Mane'],488864,109309,Gucci Mane,False
Odd Ball,East Atlanta Santa,2014,['OJ da Juiceman'],['Drumma Boy'],"['OJ da Juiceman', 'Gucci Mane']",651968,117131,Gucci Mane,False
NWA,Brick Factory: Volume 1,2014,"['Peewee Longway', 'Migos', 'MPA Wicced', 'Lil Duke']",[],"['Gucci Mane', 'Peewee Longway', 'Quavo', 'Takeoff', 'MPA Wicced', 'Lil Duke']",439953,88451,Gucci Mane,False
Nuthin To Say,"Brick Factory, Vol. 2",2014,['Jose Guapo'],['D. Rich'],"['Gucci Mane', 'Jose Guapo']",2284429,111616,Gucci Mane,False
Now It’s Real,Breath of Fresh Air,2023,[],['TP808'],"['Gucci Mane', 'TP808']",9410076,879393,Gucci Mane,False
No Way,Lunch,2015,['Quavo'],['Stack Boy Twaun'],"['Quavo', 'Gucci Mane']",727270,121696,Gucci Mane,False
Nothin’ on Ya,Trap God 2,2012,['Wiz Khalifa'],"['DJ Spinz', 'C4Bombs']","['Gucci Mane', 'Wiz Khalifa']",105561,27904,Gucci Mane,False
No Smoke,The Return of East Atlanta Santa,2016,[],"['Noor Shabazz', 'Tony Trouble', 'Honorable C.N.O.T.E.']","['Noor Shabazz', 'Louis Esdras Jean', 'Tony Trouble', 'Honorable C.N.O.T.E.', 'Gucci Mane']",2933317,247342,Gucci Mane,False
On God,Evil Genius,2018,[],"['WhatItDoBum', 'DY Krazy', 'Southside']","['Gucci Mane', 'DY Krazy', 'Southside', 'WhatItDoBum']",4072060,451981,Gucci Mane,False
Picture Perfect,The Return of Mr. Perfect,2015,['Chill Will'],['K.E. on the Track'],"['Gucci Mane', 'Chill Will']",519747,112163,Gucci Mane,False
Realest Ever Lived,Diary of a Trap God,2013,[],"['Cassius Jay', 'Zaytoven']","['Gucci Mane', 'Cassius Jay', 'Zaytoven']",220391,44919,Gucci Mane,False
Pillz,Hard to Kill,2006,['Mac Bre-Z'],['Zaytoven'],"['Gucci Mane', 'Mac Bre-Z', 'Zaytoven']",2269,3516,Gucci Mane,False
Never Too Much Money,Wilt Chamberlain,2008,[],['Drumma Boy'],['Gucci Mane'],421,286201,Gucci Mane,False
Real Dope Boy,King Gucci,2015,"['Peewee Longway', 'Young Scooter']",['Tarentino'],"['Gucci Mane', 'Peewee Longway', 'Young Scooter', 'Tarentino']",1900006,124888,Gucci Mane,False
Real As They Get,The Burrprint (The Movie 3D),2009,"['OJ da Juiceman', 'Waka Flocka Flame']",['DJ Drama'],"['Gucci Mane', 'OJ da Juiceman', 'Waka Flocka Flame']",2385117,12722,Gucci Mane,False
Ran Wit It,East Atlanta Santa 2: The Night GuWop Stole X-Mas,2015,['Chaz Gotti'],[],"['Gucci Mane', 'Chaz Gotti']",6177640,140484,Gucci Mane,False
Rain Shower,Gucci Mane Presents: So Icy Summer,2020,['Young Thug'],"['Armen Abramian', 'Al B Smoov', 'Wheezy', 'Frankie Bash']","['Frankie Bash', 'Wheezy', 'Young Thug', 'Gucci Mane']",5725530,641970,Gucci Mane,False
Rain Man,Chicken Talk,2006,[],['Raw Beats'],"['Raw Beats', 'Gucci Mane']",215314,40406,Gucci Mane,False
Real Gas,Brick Factory: Volume 1,2014,['Waka Flocka Flame'],"['Tarentino', '808 Mafia']","['Waka Flocka Flame', 'Gucci Mane']",439044,88451,Gucci Mane,False
Rainin Money,Ice Attack 2,2007,[],['Zaytoven'],['Gucci Mane'],7986831,11109,Gucci Mane,False
Rain,Hood Classics 2,2013,['Syz'],[],['Gucci Mane'],7007663,794100,Gucci Mane,False
Quiet,Trap Back,2012,[],['Southside'],['Gucci Mane'],65158,14414,Gucci Mane,False
Pyrex Pot,Trap House,2005,[],['Shawty Redd'],"['Shawty Redd', 'Gucci Mane']",21960,3520,Gucci Mane,False
Put Yourself In My Shoes,East Atlanta Santa,2014,[],['DJ Spinz'],['Gucci Mane'],651960,117131,Gucci Mane,False
Put Some Wood In Her,King Gucci,2015,[],['FKi'],['Gucci Mane'],2145580,124888,Gucci Mane,False
Put on a Show,I’m Up,2012,[],['Drumma Boy'],"['Gucci Mane', 'Drumma Boy']",3932815,17091,Gucci Mane,False
Rainbow Colors,"World War 3, Vol. 3: Gas ",2013,['Young Dolph'],['808 Mafia'],"['Young Dolph', 'Gucci Mane']",2419508,42655,Gucci Mane,False
Really Ready,Trap God 2,2013,"['Young Dolph', 'Rulet 1017']",['Lex Luger'],"['Gucci Mane', 'Young Dolph', 'Rulet 1017', 'Lex Luger']",117976,27904,Gucci Mane,False
Reckless,The Return of Mr. Zone 6,2011,"['Cap', 'Chill Will']",['Drumma Boy'],"['Chill Will', 'Gucci Mane', 'Cap', 'Drumma Boy']",95545,27358,Gucci Mane,False
Recognize,Diary of a Trap God,2014,"['Young Scooter', 'Akon']",['Lex Luger'],"['Gucci Mane', 'Young Scooter', 'Akon']",217067,44919,Gucci Mane,False
Rich Nigga Shit,Ice Daddy,2021,[],['Southside'],"['Southside', 'Gucci Mane']",6917691,764186,Gucci Mane,False
Rich Nigga,EA Sportscenter,2008,[],['Zaytoven'],['Gucci Mane'],4828,11192,Gucci Mane,False
Rich Muthafucka,Trap God 2,2013,[],['Mike WiLL Made-It'],['Gucci Mane'],118523,27904,Gucci Mane,False
Richest Nigga in the Room,Everybody Looking,2016,[],"['Zaytoven', 'Mike WiLL Made-It']","['Gucci Mane', 'Zaytoven', 'Mike WiLL Made-It']",2824431,158712,Gucci Mane,False
Richer Than Errybody,Woptober II,2019,"['YoungBoy Never Broke Again', 'DaBaby']",['Lex Luger'],"['Gucci Mane', 'YoungBoy Never Broke Again', 'DaBaby', 'Lex Luger']",4864818,566666,Gucci Mane,False
Rich Black Man,"Wilt Chamberlain, Pt. 6",2009,[],[],['Gucci Mane'],7024427,796034,Gucci Mane,False
Rich Ass Junkie,El Gato: The Human Glacier,2017,[],['Southside'],"['Southside', 'Gucci Mane']",3361984,386570,Gucci Mane,False
RGIII,The Oddfather,2014,['OJ da Juiceman'],['C4Bombs'],"['Gucci Mane', 'OJ da Juiceman']",456485,109309,Gucci Mane,False
Re-Up,Trap-A-Thon,2007,['Yatta Man'],['G Fresh'],"['G Fresh', 'Yatta Man', 'Gucci Mane']",1647069,3518,Gucci Mane,False
Respect My Name,Brick Squad Mafia,2011,['Yung Joc'],['Drumma Boy'],"['Yung Joc', 'Gucci Mane']",4161118,488949,Gucci Mane,False
Reputation,Lunch,2015,"['Big Bank Black', 'Young Scooter']",['Lex Luger'],"['Gucci Mane', 'Big Bank Black', 'Young Scooter', 'Lex Luger']",2108698,121696,Gucci Mane,False
Reminise,Trap House 4,2014,[],['Tarentino'],['Gucci Mane'],484100,106990,Gucci Mane,False
Remember When (Terror Danjah remix),Sinden Presents: Free Gucci II: The Burrrtish Edition,2011,"['Ray J', 'Willey', 'Dream Mclean']",[],[],1819759,1100259,Gucci Mane,False
Remember When,The Appeal: Georgia’s Most Wanted (Deluxe),2010,['Ray J'],"['Shawty Redd', 'BWheezy']","['Eminem', 'Gucci Mane', 'Ray J']",83832,1047483,Gucci Mane,False
Regular,The Return of Mr. Perfect,2015,[],['Southside'],['Gucci Mane'],522709,112163,Gucci Mane,False
Pussy Wet,Diary of a Trap God,2013,['Marilyn Manson'],['Fuse 808'],"['Fuse 808', 'Marilyn Manson', 'Gucci Mane']",220357,44919,Gucci Mane,False
Pussy Rehab,Writing On The Wall,2009,['Playaz Circle'],[],"['Dolla Boy', 'Gucci Mane', '2 Chainz']",697177,14450,Gucci Mane,False
Pussy Print,Everybody Looking,2016,['Kanye West'],"['Marz', 'Swae Lee', 'Mike WiLL Made-It']","['Mike WiLL Made-It', 'Marz', 'Swae Lee', 'CyHi', 'Kanye West', 'Gucci Mane']",2813793,158712,Gucci Mane,False
Pussy & Patron,Trap-Tacular,2008,"['Big Tuck', 'Q6']",['DJ Scream'],['Gucci Mane'],7008259,14845,Gucci Mane,False
Point In My Life,Trap House III,2013,[],['Dun Deal'],['Gucci Mane'],162019,31750,Gucci Mane,False
Pocket Watcher (Skit),"Mr Clean, The Middle Man",2015,[],[],['Gucci Mane'],719849,255044,Gucci Mane,False
Pocket Full Of Money,"World War 3, Vol. 2: Molly",2013,[],['Metro Boomin'],['Gucci Mane'],2893967,42600,Gucci Mane,False
Plug Talk,Chicken Talk,2006,[],['Raw Beats'],"['Raw Beats', 'Gucci Mane']",2427298,40406,Gucci Mane,False
Plenty Mo’,Trap God 3,2014,[],['Mike WiLL Made-It'],['Gucci Mane'],690708,36899,Gucci Mane,False
Play Your Cards,Writing on the Wall 2,2011,['YC (Yung Chris)'],['Shawty Redd'],"['YC (Yung Chris)', 'Gucci Mane']",1809136,11308,Gucci Mane,False
Play With Your Children,Dinner ,2015,['Fredo Santana'],"['Southside', 'TM88']","['Gucci Mane', 'Fredo Santana']",2031821,121711,Gucci Mane,False
Playin With The Money,Trap Back 2 ,2013,[],['Mike WiLL Made-It'],['Gucci Mane'],441402,30067,Gucci Mane,False
Plane Crash,"No Pad, No Pencil",2007,[],[],['Gucci Mane'],3915422,11145,Gucci Mane,False
Plain Jane,Trap Back,2012,['Rocko'],['Mike WiLL Made-It'],"['Gucci Mane', 'Rocko']",65324,14414,Gucci Mane,False
Pistol In The Party,Trap God 2,2013,[],"['C4Bombs', 'DJ Spinz']",['Gucci Mane'],119934,27904,Gucci Mane,False
Pissy,Breath of Fresh Air,2023,"['Roddy Ricch', 'Nardo Wick']","['“Will” NoSleep', 'Koncept P', '“Avo” NoSleep']","['Gucci Mane', 'Roddy Ricch', 'Nardo Wick', '“Avo” NoSleep', 'Koncept P', '“Will” NoSleep']",9078815,879393,Gucci Mane,False
Pillz (Remix),Trap-A-Thon,2007,"['Mac Bre-Z', 'Big Tank']",['Zaytoven'],"['Mac Bre-Z', 'Zaytoven', 'Big Tank', 'Gucci Mane']",21944,3518,Gucci Mane,False
Pillz (Ice Attack),Ice Attack ,2007,['Mac Bre-Z'],['Zaytoven'],['Gucci Mane'],3873565,142551,Gucci Mane,False
Pillz (Got Now Remix),Bird Flu ,2007,[],[],['Gucci Mane'],8078585,143184,Gucci Mane,False
Polluted,Breakfast ,2015,[],['DJ Spinz'],"['Gucci Mane', 'DJ Spinz']",730004,121717,Gucci Mane,False
Picture That,Trap Back 2 ,2013,[],['808 Mafia'],['Gucci Mane'],159471,30067,Gucci Mane,False
Pop Music,Everybody Looking,2016,[],"['Myles Harris', 'Mike WiLL Made-It']","['Mike WiLL Made-It', 'Myles Harris', 'Gucci Mane']",2824376,158712,Gucci Mane,False
Posse On Bouldercrest,Ice Daddy,2021,"['Pooh Shiesty', 'Sir Mix-a-Lot']","['Mike WiLL Made-It', 'Marz']","['Gucci Mane', 'Pooh Shiesty', 'Sir Mix-a-Lot', 'Mike WiLL Made-It', 'Marz']",6917681,764186,Gucci Mane,False
Pull Up To The Club,Bird Flu ,2007,['DG Yola'],[],"['DG Yola', 'Gucci Mane']",8078589,143184,Gucci Mane,False
Pull Up On Ya,The State vs Radric Davis 2: The Caged Bird Sings ,2013,[],['Metro Boomin'],['Gucci Mane'],322406,68750,Gucci Mane,False
Publicity Stunt,So Icy Gang: The ReUp,2022,[],['Tay Keith'],"['Gucci Mane', 'Tay Keith']",7764006,915430,Gucci Mane,False
Proud of You,Delusions of Grandeur,2019,[],"['Nils', 'Kenny Beats']","['Nils', 'Kenny Beats', 'Gucci Mane']",4558610,536728,Gucci Mane,False
Prom Night,East Atlanta Santa 2: The Night GuWop Stole X-Mas,2015,"['Young Throwback', 'Lil Flash', 'Sy Ari da Kid', 'Yung Lean']",['Sean Paine'],"['Yung Lean', 'Sy Ari da Kid', 'Young Throwback', 'Lil Flash', 'Gucci Mane']",2396212,140484,Gucci Mane,False
Product,Trap-A-Thon,2007,[],['Low'],"['Low', 'Gucci Mane']",21945,3518,Gucci Mane,False
Prey,East Atlanta Santa 2: The Night GuWop Stole X-Mas,2015,"['OG Maco', 'Waka Flocka Flame']",[],"['OG Maco', 'Waka Flocka Flame', 'Gucci Mane']",2397331,140484,Gucci Mane,False
Pretty Girls,Breath of Fresh Air,2023,['Young Dolph'],['Mike WiLL Made-It'],"['Young Dolph', 'Mike WiLL Made-It', 'Gucci Mane']",9611551,879393,Gucci Mane,False
Pretty Bitches,The Return of Mr. Zone 6,2011,['Wale'],['Drumma Boy'],"['Gucci Mane', 'Wale', 'Drumma Boy']",50198,27358,Gucci Mane,False
Pressure,Gangsta Grillz: The Movie Part 2 (The Sequel),2009,['Wooh da Kid'],[],"['Wooh da Kid', 'Gucci Mane']",1454121,53378,Gucci Mane,False
Pressed for Time,Gucci Sosa,2008,[],['Zaytoven'],['Gucci Mane'],7139354,109476,Gucci Mane,False
Pour Some More,Brick Factory: Volume 1,2014,[],['Zaytoven'],['Gucci Mane'],383713,88451,Gucci Mane,False
Pounds of Purple,Goochsomnia: Addicted to Gucci,2010,"['Juicy J', 'Project Pat']",[],"['Gucci Mane', 'Juicy J', 'Project Pat']",7116323,806697,Gucci Mane,False
Potential,Delusions of Grandeur,2019,"['Lil Uzi Vert', 'Young Dolph']","['\u200bmjNichols', 'Ricky Racks']","['\u200bmjNichols', 'Ricky Racks', 'Young Dolph', 'Gucci Mane', 'Lil Uzi Vert']",4465260,536728,Gucci Mane,False
Zone 6,Chicken Talk,2006,[],['Zaytoven'],"['Zaytoven', 'Gucci Mane']",1024149,40406,Gucci Mane,False
Poppin Rubberbands,"Wilt Chamberlain, Pt. 2",2008,['Yo Gotti'],[],"['Gucci Mane', 'Yo Gotti']",7015999,349752,Gucci Mane,False
Never See,Trap God,2012,['Verse Simmonds'],['Shawty Redd'],"['Verse Simmonds', 'Gucci Mane']",94672,20357,Gucci Mane,False
Killed the Parking Lot,The Movie (Gangsta Grillz),2008,[],['Mike WiLL Made-It'],"['DJ Drama', 'Mike WiLL Made-It', 'Gucci Mane']",2463058,157099,Gucci Mane,False
Never Had Shit,Trap House 4,2014,[],['Kevin McCall'],['Gucci Mane'],2456766,106990,Gucci Mane,False
Lost Y’all Mind,Evil Genius,2018,['Quavo'],['Spiffy Global'],"['Gucci Mane', 'Quavo', 'Spiffy Global']",4072039,451981,Gucci Mane,False
Lost My Plug,Brick Factory: Volume 3,2015,['Peewee Longway'],['Purps'],['Peewee Longway'],4557207,119038,Gucci Mane,False
Lost My Mind,The Movie (Gangsta Grillz),2008,[],['Drumma Boy'],"['Drumma Boy', 'DJ Drama', 'Gucci Mane']",3919106,157099,Gucci Mane,False
Lost My,"Wilt Chamberlain, Pt. 6",2009,"['DG Yola', 'J-Money']",['E-40'],['Gucci Mane'],7024393,796034,Gucci Mane,False
Loss 4 Wrdz,Droptopwop,2017,['Rick Ross'],['Metro Boomin'],"['Metro Boomin', 'Rick Ross', 'Gucci Mane']",3099484,327023,Gucci Mane,False
Losin,Breakfast ,2015,[],['Drumma Boy'],"['Gucci Mane', 'Drumma Boy']",2390752,121717,Gucci Mane,False
Lots of Cash,EA Sportscenter,2008,"['Rocko', 'Yo Gotti']",['Zaytoven'],"['Yo Gotti', 'Rocko', 'Gucci Mane']",2431007,11192,Gucci Mane,False
Loser,The Return of Mr. Perfect,2014,[],['Southside'],['Gucci Mane'],521834,112163,Gucci Mane,False
Look Like a Lick,1017 Mafia,2015,['MPA Wicced'],['Cassius Jay'],['MPA Wicced'],5740992,117439,Gucci Mane,False
Look At Me Now,Delusions of Grandeur,2019,[],['Tay Keith'],"['Tay Keith', 'Gucci Mane']",4644444,536728,Gucci Mane,False
Long Way,"Brick Factory, Vol. 2",2014,"['Peewee Longway', 'Yung Gleesh']",['Dolan Beats'],"['Yung Gleesh', 'Peewee Longway']",2288728,111616,Gucci Mane,False
Long Time,"World War 3, Vol. 2: Molly",2013,"['Young Thug', 'Migos']",['C4Bombs'],"['Takeoff', 'Quavo', 'Young Thug']",205843,42600,Gucci Mane,False
Long Money,Mr. Zone 6,2010,[],['Zaytoven'],['Gucci Mane'],81235,11199,Gucci Mane,False
Long Live Dolph,So Icy Christmas,2021,[],"['Metro Boomin', 'Zaytoven']","['Zaytoven', 'Metro Boomin', 'Gucci Mane']",7497983,849366,Gucci Mane,False
Lord,Evil Genius,2018,[],"['WhatItDoBum', 'Southside', 'DY Krazy']","['Gucci Mane', 'DY Krazy', 'Southside', 'WhatItDoBum']",4072061,451981,Gucci Mane,False
Loud Pak,Mr. Perfect,2008,"['Mia X', 'OJ da Juiceman', 'Gangsta Boo']",['Zaytoven'],"['Gucci Mane', 'Mia X', 'OJ da Juiceman', 'Gangsta Boo']",9221201,281386,Gucci Mane,False
Loud Talk,"Wilt Chamberlain, Pt. 2",2008,['OJ da Juiceman'],['Zaytoven'],"['OJ da Juiceman', 'Gucci Mane']",7015880,349752,Gucci Mane,False
Love,1017 Mafia,2015,['Lil Duke'],['808 Mafia'],"['Lil Duke', 'Gucci Mane']",2089324,117439,Gucci Mane,False
Make You,Atlanta Gave Me Vision,2015,"['Boo', '2 Chainz']",['Zaytoven'],"['Boo', '2 Chainz', 'Gucci Mane']",5954818,677156,Gucci Mane,False
Make Yo Move,Views from Zone 6,2015,['Quavo'],['Zaytoven'],"['Gucci Mane', 'Quavo', 'Zaytoven']",705616,119987,Gucci Mane,False
Make tha Trap Say Aye (80 Gz),80 Gz,2008,['OJ da Juiceman'],['Zaytoven'],"['OJ da Juiceman', 'Gucci Mane']",3120002,287809,Gucci Mane,False
Make a Fan,Ice Attack 2,2007,[],['Zaytoven'],['Gucci Mane'],7986830,11109,Gucci Mane,False
Major,Writing on the Wall 2,2011,['Wooh da Kid'],['Southside'],"['Wooh da Kid', 'Gucci Mane']",83039,11308,Gucci Mane,False
Magic City,East Atlanta Santa 3,2019,['Asian Doll'],"['Dre Moon', 'Metro Boomin']","['Metro Boomin', 'Dre Moon', 'Gucci Mane', 'Asian Doll']",5112373,587229,Gucci Mane,False
Mad Russian,Evil Genius,2018,['Lil Skies'],"['CuBeatz', 'Rex Kudo', 'Murda Beatz']","['Gucci Mane', 'Lil Skies', 'Murda Beatz', 'Tim Gomringer', 'Kevin Gomringer', 'Rex Kudo']",4072063,451981,Gucci Mane,False
Made It (Outro),Mr. Davis,2017,[],['Zaytoven'],"['Zaytoven', 'Gucci Mane']",3201629,363918,Gucci Mane,False
Lunch (Freestyle),Lunch,2015,"['Rich The Kid', 'P Smurf']",['Mercy'],"['Gucci Mane', 'Rich The Kid', 'P Smurf', 'Mercy']",2398118,121696,Gucci Mane,False
Lowest,1017 Mafia,2014,"['Rich The Kid', 'OG Maco']",['Tarentino'],"['Gucci Mane', 'Rich The Kid', 'OG Maco']",595696,117439,Gucci Mane,False
Love Thru the Computer,Delusions of Grandeur,2019,['Justin Bieber'],['J. White Did It'],"['Gucci Mane', 'Justin Bieber', 'J. White Did It', 'Roger Troutman', 'Larry Troutman', 'Shirley Murdock']",4594570,536728,Gucci Mane,False
Love That,Hood Classics 2,2013,['Mac Bre-Z'],[],['Gucci Mane'],7007619,794100,Gucci Mane,False
Love Somebody,Brick Factory: Volume 1,2014,['Young Thug'],[],"['Young Thug', 'Gucci Mane']",439872,88451,Gucci Mane,False
Love Her Body,WOPTOBER,2016,[],"['Metro Boomin', 'Zaytoven']","['Metro Boomin', 'Zaytoven', 'Gucci Mane']",2873812,164374,Gucci Mane,False
Love for Money,The Movie (Gangsta Grillz),2008,"['Willie the Kid', 'Yung Joc', 'Trey Songz', 'La The Darkman', 'Bun B']",['V12 The Hitman'],"['DJ Drama', 'Trey Songz', 'La The Darkman', 'Bun B', 'Willie the Kid', 'Gucci Mane', 'Yung Joc']",47742,157099,Gucci Mane,False
Live in a TV,The Movie (Gangsta Grillz),2008,[],['Drumma Boy'],"['Drumma Boy', 'DJ Drama', 'Gucci Mane']",484,157099,Gucci Mane,False
Making Love to the Money,Mr. Zone 6,2010,[],"['OhZee', 'Schife']","['Gucci Mane', 'OhZee', 'Schife']",6058,11199,Gucci Mane,False
Live At The Red Carpet,Ice Daddy,2021,['Peewee Longway'],"['8 MAJOR', '30 Roc']","['30 Roc', 'Peewee Longway', 'Gucci Mane']",6917702,764186,Gucci Mane,False
Lil Story,Mr. Davis,2017,['ScHoolboy Q'],"['DY Krazy', 'Southside']","['Southside', 'DY Krazy', 'ScHoolboy Q', 'Gucci Mane']",3202275,363918,Gucci Mane,False
Lawnmower Man,Trap House,2005,[],['Zaytoven'],"['Zaytoven', 'Gucci Mane']",21958,3520,Gucci Mane,False
Laundry Mat,"Brick Factory, Vol. 2",2014,['Waka Flocka Flame'],['Mike WiLL Made-It'],"['Gucci Mane', 'Waka Flocka Flame']",517738,111616,Gucci Mane,False
Lately,Ice Daddy,2021,[],"['Mojo Krazy', 'SpiffoMadeIt']","['Mojo Krazy', 'SpiffoMadeIt', 'Gucci Mane']",6917704,764186,Gucci Mane,False
Last Time,The Return of East Atlanta Santa,2016,['Travis Scott'],['Zaytoven'],"['Gucci Mane', 'Travis Scott', 'Zaytoven']",2848632,247342,Gucci Mane,False
Last Night,Woptober II,2019,"['OJ da Juiceman', 'Yung Mal']",['Zaytoven'],"['Zaytoven', 'Gucci Mane', 'OJ da Juiceman', 'Yung Mal']",4951339,566666,Gucci Mane,False
Lame,Delusions of Grandeur,2019,"['Rick Ross', 'Wiz Khalifa']","['PVLACE', 'Southside']","['Southside', 'PVLACE', 'Rick Ross', 'Wiz Khalifa', 'Gucci Mane']",4644440,536728,Gucci Mane,False
Lay It Down,"Mr Clean, The Middle Man",2015,[],['Shawty Redd'],['Gucci Mane'],717756,255044,Gucci Mane,False
La Flare - Intro,La Flare,2001,[],['Greg Street'],"['Greg Street', 'Gucci Mane']",4580263,409878,Gucci Mane,False
Kush Is My Cologne,The State vs. Radric Davis (Deluxe),2009,"['Bun B', 'Devin The Dude', 'E-40']",['Drumma Boy'],"['Gucci Mane', 'Bun B', 'E-40', 'Devin The Dude', 'Drumma Boy']",727,794093,Gucci Mane,False
Koolin,Mr. Zone 6,2010,[],['Zaytoven'],['Gucci Mane'],94269,11199,Gucci Mane,False
King Gucci,King Gucci,2015,"['DJ Drama', 'DJ Scream']",['Tarentino'],['Gucci Mane'],2145642,124888,Gucci Mane,False
Kill My Opponent,Brick Factory: Volume 3,2015,"['Peewee Longway', 'MPA Wicced']",['Zaytoven'],"['Peewee Longway', 'MPA Wicced']",4557213,119038,Gucci Mane,False
Killin It,"Brick Factory, Vol. 2",2014,"['SP', 'Lil Duke']",[],"['Lil Duke', 'SP', 'Gucci Mane']",2288445,111616,Gucci Mane,False
Rich nigga skit,Mr. Perfect,2008,[],[],[],2123906,281386,Gucci Mane,False
Kush Is My Cologne (Instrumental),The State vs. Radric Davis (Instrumentals),2010,[],['Drumma Boy'],"['Gucci Mane', 'Drumma Boy']",8722321,767420,Gucci Mane,False
Lazy Cat,Wilt Chamberlain,2008,[],['Zaytoven'],['Gucci Mane'],5963970,286201,Gucci Mane,False
Left Hand,Breakfast ,2015,[],['DJ Spinz'],"['Gucci Mane', 'DJ Spinz']",2390746,121717,Gucci Mane,False
Lemonade (Instrumental),The State vs. Radric Davis (Instrumentals),2010,[],['Bangladesh'],"['Howard Kaylan', 'Mark Volman', 'Gucci Mane', 'Bangladesh']",8722264,767420,Gucci Mane,False
Lil Kim Speaks,Burrrprint (2) HD,2010,['Lil’ Kim'],[],['Lil’ Kim'],8044357,3515,Gucci Mane,False
Lil Friend,Writing on the Wall 2,2011,[],['Lex Luger'],['Gucci Mane'],1624013,11308,Gucci Mane,False
Lil Dudes,The Return of Mr. Perfect,2014,[],['Dun Deal'],"['Gucci Mane', 'Dun Deal']",522387,112163,Gucci Mane,False
Like the Grinch,So Icy Christmas,2021,[],['J. White Did It'],"['J. White Did It', 'Gucci Mane']",7497991,849366,Gucci Mane,False
Like Mine,Ice Attack ,2007,['Trae tha Truth'],['Zaytoven'],['Gucci Mane'],8102303,142551,Gucci Mane,False
Like I Used 2,Trap Back 2 ,2013,[],['Zaytoven'],['Gucci Mane'],2427038,30067,Gucci Mane,False
Like 34 & 8,Ice Daddy,2021,['Pooh Shiesty'],"['\u200biWeirdo', 'Shawn Ferrari', 'Mike WiLL Made-It']","['Shawn Ferrari', '\u200biWeirdo', 'Mike WiLL Made-It', 'Pooh Shiesty', 'Gucci Mane']",6896622,764186,Gucci Mane,False
Lights On Lights Out,"No Pad, No Pencil",2007,[],[],['Gucci Mane'],51460,11145,Gucci Mane,False
Lights Off,"World War 3, Vol. 3: Gas ",2013,[],['Tarentino'],['Gucci Mane'],2430594,42655,Gucci Mane,False
Light Show (80 Gz),"Wilt Chamberlain, Pt. 2",2008,[],[],['Gucci Mane'],7015970,349752,Gucci Mane,False
Lifers,Gucci Mane Presents: So Icy Summer,2020,"['Key Glock', 'Foogiano', 'Ola Runt']",['30 Roc'],"['DJ Paul', '30 Roc', 'Key Glock', 'Ola Runt', 'Foogiano', 'Gucci Mane']",5725538,641970,Gucci Mane,False
